Alibaba	별명, 로그인ID, 비밀번호, 연락처, 이메일주소, 주소, 국적, 성별, 생년월일, 성인여부, 계정ID, SNS계정ID, 프로필이미지, 블로그정보, 기업정보, 기업등록정보, 사업자정보, 담당자정보, 직원정보, 주문ID, 주문내역, 구매내역, 취소내역, 반품내역, 교환내역, 환불내역, 수령인정보, 배송정보, 배송위치정보, 출입정보, 배송완료사진, 개인통관고유부호, 여권정보, 신분증정보, 결제정보, 카드정보, 은행계좌정보, 현금영수증정보, 인보이스정보, 결제식별자, 거래기록, 고객지원기록, 상담기록, 채팅기록, 통화기록, 이메일기록, 플랫폼커뮤니케이션기록, 게시물정보, 계정식별자, 기기식별자, 광고식별자, IP주소, 위치정보, 국가정보, 브라우저정보, 운영체제정보, 기기유형정보, 검색기록, 구매활동정보, 이용행태정보, 페이지뷰정보, 세션정보, 쿠키·추적식별자, 접근권한정보, 보안인증정보, KYC정보, UBO정보, 소득정보, 지출정보, 소비성향정보, 혼인여부, 마케팅선호정보	LARGE	중국	ECOMMERCE
Toyota	이름, 연락처, 이메일주소, 주소, 우편번호, 성별, 생년월일, 연령대, 결혼여부, 결혼기념일, 국적, 주민등록번호, 외국인등록번호, 로그인ID, 비밀번호, 계정정보, 직업정보, 취미정보, 관심차종, 관심브랜드, 보유차량정보, 차량모델, 차종정보, 차량번호, 차대번호, 차량등록일, 보증만료일, 정비이력, 점검항목, 서비스쿠폰내역, 마일리지정보, 신청경로, 문의내용, 접수내용, 문의분류, 사진, 결제정보, 배송정보, IP주소, 접속기록, 방문기록, 쿠키·식별자, 기기정보, 기기식별자, 운영체제정보, 모델명, 제조사정보	LARGE	일본	MOBILITY
SAP	이름, 연락처, 이메일주소, 직무정보, 소속정보, 회사정보, 계정정보, 로그인ID, 사용자등록정보, 계약정보, 거래정보, 법적준수정보, 규제대응정보, 서비스이용기록, 제품이용기록, 웹이용기록, 참여이력, IP주소, 쿠키·식별자, 온라인식별자, 기기정보, 브라우저정보, 운영체제정보, 사용행태정보, 마케팅반응정보, 만족도정보, 제3자제공정보, 특별범주정보	LARGE	독일	CLOUD_SAAS
쿠팡	이름, 연락처, 이메일주소, 로그인ID, 비밀번호, 계정정보, 생년월일, 성별, 국적, 성인여부, 주소, 수령인정보, 배송정보, 배송위치정보, 출입정보, 배송완료사진, 주문ID, 주문내역, 구매내역, 취소내역, 반품내역, 교환내역, 환불내역, 결제정보, 카드정보, 계좌정보, 현금영수증정보, 쿠폰정보, 마일리지정보, 개인통관고유부호, 여권정보, 신분증정보, 고객지원기록, 상담기록, 채팅기록, 통화기록, 이메일기록, 리뷰내용, 게시물정보, 이미지정보, 영상정보, 음성정보, 서비스이용기록, 이용행태정보, 검색기록, 구매활동정보, 추천이력, 광고반응정보, IP주소, 접속기록, 위치정보, 국가정보, 기기정보, 기기식별자, 광고식별자, 브라우저정보, 운영체제정보, 쿠키·추적식별자, 제3자연동정보, 보안인증정보	MID	미국	ECOMMERCE
네이버	아이디, 비밀번호, 이름, 별명, 닉네임, 생년월일, 연령대, 성별, 국적, 내외국인여부, 성인여부, 휴대전화번호, 전화번호, 이메일주소, 주소, 거주지, 우편번호, 로그인정보, 계정정보, 단체아이디, 단체명, 대표자명, 회사명, 소속정보, 직책, 직업, 학력, 학교정보, 학번, CI, DI, 아이핀번호, 본인인증정보, 법정대리인정보, 가족관계정보, 보호자정보, 신분증정보, 신분증사본, 주민등록번호, 외국인등록번호, 여권번호, 운전면허번호, 병역정보, 계좌정보, 은행명, 계좌번호, 예금주명, 카드정보, 카드번호, 결제정보, 환불계좌정보, 현금영수증정보, 사업자정보, 사업자등록번호, 사업자등록증, 법인정보, 인감증명서, 고유번호증, 주문정보, 구매정보, 결제이력, 정산정보, 매출정보, 세금정보, 배송정보, 수령인정보, 배송주소, 배송위치정보, 배송완료사진, 출입정보, 차량정보, 차량번호, 차대번호, 차종, 운전경력정보, 건강정보, 신체정보, 활동정보, 걸음수, 운동이력, 칼로리정보, 예상병명, 위치정보, 이동이력, GPS정보, 접속지정보, IP주소, 국가정보, 기기정보, 기기식별자, 앱UUID, 광고식별자, 서비스이용기록, 이용행태정보, 검색기록, 클릭기록, 방문기록, 활동이력, 콘텐츠정보, 게시물정보, 댓글정보, 메시지내용, 채팅기록, 통화기록, 상담기록, 고객문의기록, 이미지정보, 영상정보, 음성정보, 녹음파일, 프로필사진, 연락처정보, 주소록정보, 지인정보, SNS계정정보, 외부플랫폼연동정보, 쿠키·추적식별자, 관심사정보, 취향정보, 선호정보, 추천정보, 광고반응정보, 자격정보, 자격증사본, 경력정보, 증빙서류, 위임장정보, 민감정보	MID	한국	PLATFORM
KT	이름, 생년월일, 성별, 국적, 내외국인여부, 주민등록번호, 법정대리인정보, 아이디, 비밀번호, 이메일주소, 휴대전화번호, 전화번호, 주소, 우편번호, 배송지정보, 계좌정보, 카드정보, 결제정보, 청구정보, 정산정보, 환불정보, 통신서비스이용내역, 서비스이용기록, 가입이력, 변경이력, 해지이력, 상담기록, 문의기록, 통화녹취, 민원기록, 단말기정보, 기기식별정보, 운영체제정보, IP주소, 접속로그, 쿠키, 위치정보, 인증정보, 접속정보, 생성정보, 법인정보, 사업자등록번호, 담당자정보, 이벤트참여정보, 설문응답정보	MID	한국	TELECOM
야놀자	아이디, 비밀번호, 이름, 닉네임, 휴대전화번호, 이메일주소, 프로필사진, 생년월일, 성별, 내외국인정보, 연계정보, 예약내역, 예약일시, 결제금액, 업체명, 서비스이용기록, 상담내용, 추가정보, 배송지주소, 위치정보, 은행명, 예금주명, 계좌번호, IP주소, 접속로그, 쿠키, 단말기정보, 광고식별자, 디바이스ID, 운영체제정보, 브라우저정보, 법정대리인정보	MID	한국	TRAVEL
우아한형제들	아이디, 비밀번호, 이름, 닉네임, 휴대전화번호, 이메일주소, 생년월일, 성별, 연계정보, 중복가입확인정보, 내외국인정보, 주소, 배송지주소, 수령인정보, 주문정보, 결제정보, 환불계좌정보, 은행명, 계좌번호, 예금주명, 카드정보, 현금영수증정보, 서비스이용기록, 접속로그, IP주소, 쿠키, 기기정보, 디바이스ID, 운영체제정보, 브라우저정보, 위치정보, 상담내용, 통화녹음정보, 채팅기록, 사진, 영상, 리뷰내용, 별점정보, 광고식별자, 법정대리인정보, 신분증정보	MID	한국	DELIVERY
무신사	아이디, 비밀번호, 이름, 닉네임, 이메일주소, 휴대전화번호, 생년월일, 성별, 연계정보, 중복가입확인정보, 내외국인정보, 주소, 배송지주소, 수령인정보, 주문정보, 결제정보, 환불계좌정보, 은행명, 계좌번호, 예금주명, 카드정보, 현금영수증정보, 개인통관고유부호, 서비스이용기록, 접속로그, IP주소, 쿠키, 기기정보, 디바이스ID, 운영체제정보, 브라우저정보, 광고식별자, 위치정보, 상담내용, 문의기록, 채팅기록, 리뷰내용, 별점정보, 게시물내용, 이미지, 법정대리인정보, 신분증정보	MID	한국	ECOMMERCE
오늘의집	닉네임, 아이디, 비밀번호, 이메일주소, 전화번호, 휴대폰번호, 이름, 프로필사진, SNS계정식별자, SNS연동상태, 성별, 생년월일, 출생연도, 연령대, 연계정보, 중복가입확인정보, 주문자정보, 배송지정보, 주소, 연락처, 환불계좌정보, 예금주명, 은행명, 계좌번호, 개인통관고유부호, 계약자정보, 계약정보, 견적정보, 문의내용, 주민등록번호, 신분증사본, SNS주소, 팔로워수, 라이프스타일정보, 직업, 거주지정보, 주거정보, 주택형태, 주거계획, 가구형태, 평수, 휴대폰기종, 상품구매기록, 서비스이용기록, 접속로그, IP주소, 쿠키정보, 온라인식별자, 광고식별자, 기기식별정보, 단말기정보, 제조사정보, 운영체제정보, 운영체제버전, 공간스캔정보, 신고자정보, 대리인이름, 권리자이름	LOW	한국	ECOMMERCE
마켓컬리	이름, 아이디, 비밀번호, 이메일주소, 휴대폰번호, 성별, 생년월일, 주소, 추천인아이디, 배송지역, 연령대, 서비스이용기록, 방문이력, 푸시토큰, 기기식별정보, 메시지발송이력, 수령인정보, 수령인이름, 수령인휴대폰번호, 수령인주소, 부정이용기록, IP주소	LOW	한국	ECOMMERCE
마이리얼트립	아이디, 비밀번호, 이름, 닉네임, 프로필사진, 이메일주소, 휴대폰번호, 전화번호, 주소, 상세주소, 우편번호, 생년월일, 출생연도, 연령대, 성별, 국적, 내외국인정보, 연계식별정보, 중복가입확인정보, 이동통신사정보, 제3자계정정보, 소속정보, 기기정보, 기기종류, 운영체제버전, 이용기록, 접속아이피정보, 쿠키정보, 접속일시, 서비스이용기록, 서비스이용로그, 상담내역, 위치정보, 예약자정보, 영문이름, 여행자정보, 예약내역, 예약일자, 예약번호, 결제금액, 결제정보, 카드소유주명, 카드번호, 카드유효기간, 카드유형, 현금영수증번호, 사업자번호, 여권정보, 여권번호, 여권만료일, 여권발행국, 마일리지번호, 거주국가, 출생국가, 거주지정보, 체류지정보, 도시정보, 여행문서, 수령인정보, 배송주소, 예금주명, 은행명, 계좌번호, 상담내용, 녹취정보, 전달사항, 커뮤니티이용정보, 사용자거주지역, 구매정보, 시설명, 입실일, 숙박일수, 광고식별자, 웹사이트방문이력, 앱사용이력, 검색이력, 구매이력	LOW	한국	TRAVEL
SendBird	이름, 로그인아이디, 비밀번호, 전화번호, 주소, 이메일주소, 제3자계정정보, 결제정보, 타인성명, 타인연락처, 타인이메일주소, 메시지기록, 거래기록, 접속아이피정보, 메시지이용데이터, 통화기록, 통화수신자정보, 통화일시, 서비스접속로그, 쿠키정보, 웹비컨이용정보, 설문응답정보, 이벤트참여정보, 입사지원서, 이력서, 자기소개서, 채용제출서류	LOW	한국	GENERAL_IT
뱅크샐러드	이름, 생년월일, 성별, 휴대전화번호, 이동통신사, 연계정보, 중복가입확인정보, 내외국인정보, 회원번호, 간편비밀번호, 자산정보, 금융계좌정보, 대출정보, 투자정보, 실물자산정보, 가상자산정보, 소득정보, 예산설정정보, 은퇴설정정보, 건강정보, 생활습관정보	LOW	한국	FINANCE
Shopify	전화번호, 휴대폰번호, 이메일주소, 아이디, 비밀번호, 닉네임, 이름, 프로필사진, 성별, 생년월일, 통신사정보, 연계정보, 중복가입확인정보, 내외국인정보, 이용자식별정보, 본인인증이력, 주소, 주민등록주소정보, 전입신고일, 지역정보, 대표장소정보, 관심카테고리, 상담내역, 채팅기록, 접속아이피정보, 부정이용기록, 계좌정보, 거래계좌정보, 은행명, 은행코드, 예금주명, 계좌번호, 가상계좌번호, 거래정보, 거래금액, 거래일시, 거래상태, 거래번호, 결제정보, 결제식별정보, 카드사정보, 카드식별정보, 주문정보, 주문내역, 상품정보, 수량정보, 배송지정보, 수령인정보, 공동현관비밀번호, 예약정보, 방문자정보, 견적요청정보, 계약정보, 임대차계약서사본, 계약증빙서류, 매물주소, 소유주정보, 세입자정보, 법인대표자정보, 법인임직원정보, 차량정보, 차량번호, 차량소유자명, 차대번호, 중고차정보, 탁송정보, 비자정보, 자기소개정보, 포트폴리오정보, 추가정보, 첨부서류, 학력정보, 학교정보, 전공정보, 졸업여부, 자격증정보, 근무정보, 근무처정보, 담당업무, 근무기간, 인증결과정보, 얼굴이미지, 생체정보, 안면정보, 얼굴특징정보, 보험계약정보, 보험계약일자, 보험기간, 보험료정보, 보상정보, 증권번호, 검색이력, 거래기록, 방문기록, 서비스이용기록, 콘텐츠생성기록, 콘텐츠열람기록, 콘텐츠추천기록, 기기정보, 기기식별정보, 운영체제정보, 운영체제버전, 앱버전정보, 인터페이스정보, 언어설정정보, 광고식별자, 위치정보, 개인위치정보, 피싱관련정보, SNS계정정보, 통신사가입서류, 가족관계증명서, 신분증사본, 자동차등록증사본, 중고차명의이전서류, 업체정보, 수령지정보	LOW	캐나다	ECOMMERCE
